SupplierTitle,AmazonTitle,EAN,EAN_OnPage,ASIN,SupplierPrice_incVAT,SellingPrice_incVAT,NetProfit,ROI,bought_in_past_month,amazon_sales_badge,sales_value,tier,confidence_score,flags,reasons,ean_exact_match,title_similarity,shared_tokens,prob_estimate,sup_pack,amz_pack,pack_bucket,SupplierURL,AmazonURL,fba_seller_count,Category
AMTECH SCREWDRIVER CABINET HANDLE SET,Amtech L0800 8 Piece Cabinet Handle Screwdriver Set,5032759004003.0,5032759004003.0,B004TRKA5K,4.608,9.07,-1.0216666666666658,-23.272589217919496,,,0,TIER_1_B_AUDIT_OUT,100,UNPROFITABLE,"Exact GTIN/EAN match with valid checksum,Posterior match probability=1.000,Char TF-IDF cosine=0.841,Word TF-IDF cosine=0.540,Shared tokens=4,EAN match, pack visible on one side only (ONLY_AMZ)",true,0.636,4,1,,8,ONLY_AMZ,https://www.efghousewares.co.uk/amtech-screwdriver-cabinet-handle-set,https://www.amazon.co.uk/dp/B004TRKA5K,,Other
AMTECH SINK & PLUG HOLE UNBLOCKER,Amtech S1905 Sink and Plug Hole unblocker,5032759050857.0,,B08LN59Z5W,2.196,5.98,-0.5541666666666665,-23.28431372549019,,,0,TIER_2_LIKELY,100,"AMAZON_EAN_MISSING,UNPROFITABLE","Supplier GTIN present, Amazon GTIN missing,Posterior match probability=1.000,Char TF-IDF cosine=0.918,Word TF-IDF cosine=0.893,Shared tokens=5",false,0.861,5,0.9998,,,NEITHER,https://www.efghousewares.co.uk/amtech-sink-plug-hole-unblocker,https://www.amazon.co.uk/dp/B08LN59Z5W,,Other
AMTECH BOLSTER WITH GAURD 3 INCH 2250,"Amtech G2250 75mm (3"") Bolster Chisel",5032759025688.0,5032759025688.0,B008PQAJ2A,3.984,8.58,-0.91,-23.514211886304903,200.0,200.0,200,TIER_1_A_VERIFIED,100,UNPROFITABLE,"Exact GTIN/EAN match with valid checksum,Posterior match probability=1.000,Char TF-IDF cosine=0.564,Word TF-IDF cosine=0.287,Shared tokens=3,EAN match, no pack markers in either title (assumed single-unit)",true,0.479,3,0.9996,,,NEITHER,https://www.efghousewares.co.uk/amtech-bolster-with-gaurd-3-inch-2250,https://www.amazon.co.uk/dp/B008PQAJ2A,Available (see Keepa data),Other
NUAGE ACTIVE HANDS TOUGH HAND CREAM 150G,"Nuage Active Hands Tough Hand Cream for Extremely Dry, Cracked Skin | Fast-Absorbing, Non-Greasy Formula | Intense Moisturiser for Hardworking Hands (150g)",5053249281032.0,,B0FJM68MYJ,2.352,6.11,-0.5920833333333333,-23.58897742363878,,,0,TIER_2_LIKELY,100,"AMAZON_EAN_MISSING,UNPROFITABLE","Supplier GTIN present, Amazon GTIN missing,Posterior match probability=1.000,Char TF-IDF cosine=0.552,Word TF-IDF cosine=0.743,Shared tokens=7,Measurement closeness=1.000",false,0.428,7,0.9999,,,NEITHER,https://www.efghousewares.co.uk/nuage-active-hands-tough-hand-cream-150g-120453,https://www.amazon.co.uk/dp/B0FJM68MYJ,,Other
PPS BAGASSE WHITE 50 PLATES 23CM,50 Pack 9' Inch 23cm Compostable Biodegradable Bagasse Plates Eco Friendly,5030481985188.0,5030481985188.0,B08RP4NHGQ,2.676,7.54,-0.656666666666667,-23.621103117506003,,,0,TIER_1_B_AUDIT_OUT,100,"UNPROFITABLE,BRAND_MISMATCH","Exact GTIN/EAN match with valid checksum,Posterior match probability=1.000,Char TF-IDF cosine=0.493,Word TF-IDF cosine=0.224,Shared tokens=4,Measurement closeness=1.000,EAN match, pack visible on one side only (ONLY_AMZ)",true,0.381,4,1,,50,ONLY_AMZ,https://www.efghousewares.co.uk/pps-bagasse-white-50-plates-23cm,https://www.amazon.co.uk/dp/B08RP4NHGQ,,Other
JCB LED BULB DAY LIGHT GU10 5W/50W,"JCB 3w = 35w / 5w = 50w LED GU10 100deg 3000k (Warm) / 6500k (Daylight) (5w (50w), 6500k (Daylight))",5050028108290.0,,B072BH72CR,0.876,4.78,-0.3041666666666665,-23.76302083333332,,,0,TIER_2_LIKELY,100,"AMAZON_EAN_MISSING,UNPROFITABLE","Supplier GTIN present, Amazon GTIN missing,Posterior match probability=0.999,Char TF-IDF cosine=0.497,Word TF-IDF cosine=0.303,Shared tokens=5,Measurement closeness=1.000",false,0.209,5,0.9994,,,NEITHER,https://www.efghousewares.co.uk/jcb-led-bulb-day-light-gu10-5w-50w,https://www.amazon.co.uk/dp/B072BH72CR,,Other
MAXIM LED CANDLE BC 6W W/W PK10,"Maxim LED Candle Bayonet Cap (BC) Bulbs, B22, 6 W, Warm White 009778",5022822201606.0,,B076PRMHM5,7.8,10.99,-1.6754166666666672,-23.764775413711597,,,0,TIER_2_LIKELY,100,"AMAZON_EAN_MISSING,UNPROFITABLE","Supplier GTIN present, Amazon GTIN missing,Posterior match probability=0.999,Char TF-IDF cosine=0.385,Word TF-IDF cosine=0.281,Shared tokens=5,Measurement closeness=1.000",false,0.574,5,0.9988,10,,ONLY_SUP,https://www.efghousewares.co.uk/maxim-led-candle-bc-6w-w-w-pk10,https://www.amazon.co.uk/dp/B076PRMHM5,,Other
AMTECH BENT NOSE PLIER 11 INCH,Amtech B0845 11'' Bent Nose PLIER - 90 Degree,5032759010219.0,,B0070NBB3U,4.0680000000000005,7.64,-0.938333333333334,-23.815566835871422,50.0,50.0,50,TIER_2_LIKELY,100,"AMAZON_EAN_MISSING,UNPROFITABLE","Supplier GTIN present, Amazon GTIN missing,Posterior match probability=1.000,Char TF-IDF cosine=0.679,Word TF-IDF cosine=0.594,Shared tokens=5",false,0.658,5,0.9997,,,NEITHER,https://www.efghousewares.co.uk/amtech-bent-nose-plier-11-inch,https://www.amazon.co.uk/dp/B0070NBB3U,,Other
KINGFISHER FOIL FLAN 6 LARGE DISHES,"Kingfisher Foil Flan Dishes, Silver, Large, Pack of 6",5013478557865.0,5013478557865.0,B000XJDAPA,0.852,5.29,-0.3016666666666665,-23.94179894179893,50.0,50.0,50,TIER_1_B_AUDIT_OUT,100,UNPROFITABLE,"Exact GTIN/EAN match with valid checksum,Posterior match probability=1.000,Char TF-IDF cosine=0.898,Word TF-IDF cosine=0.678,Shared tokens=6,EAN match, pack visible on one side only (ONLY_AMZ)",true,0.659,6,1,,6,ONLY_AMZ,https://www.efghousewares.co.uk/kingfisher-foil-flan-6-large-dishes,https://www.amazon.co.uk/dp/B000XJDAPA,Available (see Keepa data),Other
AMTECH PADLOCK 4 DIGIT H/DUTY COMBINATION,Amtech T1147 50mm 4 Digit Combination Padlock Black,5032759044801.0,5032759044801.0,B01M10EEPA,6.456,9.85,-1.4216666666666662,-23.974142776840917,,,0,TIER_1_A_VERIFIED,100,UNPROFITABLE,"Exact GTIN/EAN match with valid checksum,Posterior match probability=1.000,Char TF-IDF cosine=0.764,Word TF-IDF cosine=0.400,Shared tokens=5,EAN match, no pack markers in either title (assumed single-unit)",true,0.587,5,1,,,NEITHER,https://www.efghousewares.co.uk/amtech-padlock-4-digit-h-duty-combination,https://www.amazon.co.uk/dp/B01M10EEPA,,Other
AMTECH SQUEEGEE/TROWEL BLADE,Amtech G1664 Notched adhesive trowel with squeegee blade,5032759046959.0,5032759046959.0,B0738R5PCP,3.456,7.49,-0.8283333333333325,-24.149659863945555,,,0,TIER_1_A_VERIFIED,100,UNPROFITABLE,"Exact GTIN/EAN match with valid checksum,Posterior match probability=1.000,Char TF-IDF cosine=0.698,Word TF-IDF cosine=0.555,Shared tokens=4,EAN match, no pack markers in either title (assumed single-unit)",true,0.5,4,1,,,NEITHER,https://www.efghousewares.co.uk/amtech-squeegee-trowel-blade,https://www.amazon.co.uk/dp/B0738R5PCP,,Other
ENERGIZER LED GU10 5W W/W BULB EACH,"Energizer GU10 5 W, 1 LED GU10 Bulb, Warm White, (S8823)",5050028078500.0,,B012W000JQ,0.876,4.77,-0.3112500000000004,-24.31640625000004,,,0,TIER_2_LIKELY,100,"AMAZON_EAN_MISSING,UNPROFITABLE","Supplier GTIN present, Amazon GTIN missing,Posterior match probability=0.998,Char TF-IDF cosine=0.698,Word TF-IDF cosine=0.380,Shared tokens=5,Measurement closeness=1.000",false,0.581,5,0.9978,,,NEITHER,https://www.efghousewares.co.uk/energizer-led-gu10-5w-w-w-bulb-each,https://www.amazon.co.uk/dp/B012W000JQ,,Other
AMTECH COB LED WORKLIGHT 5W,Amtech S8170 5W COB LED worklight,5032759043972.0,,B01CNSGDK2,3.6,7.19,-0.8670833333333328,-24.42488262910797,,,0,TIER_2_LIKELY,100,"AMAZON_EAN_MISSING,UNPROFITABLE","Supplier GTIN present, Amazon GTIN missing,Posterior match probability=1.000,Char TF-IDF cosine=0.901,Word TF-IDF cosine=0.806,Shared tokens=5,Measurement closeness=1.000",false,0.8,5,0.9999,,,NEITHER,https://www.efghousewares.co.uk/amtech-cob-led-worklight-5w,https://www.amazon.co.uk/dp/B01CNSGDK2,,Other
AMTECH POINTING TROWEL WITH SOFT GRIP 130MM,"Amtech G0226 130mm (5"") Pointing Trowel with Soft Grip",5032759038091.0,,B00LQOZINS,1.824,5.61,-0.5062499999999994,-24.456521739130405,50.0,50.0,50,TIER_2_LIKELY,100,"AMAZON_EAN_MISSING,UNPROFITABLE","Supplier GTIN present, Amazon GTIN missing,Posterior match probability=1.000,Char TF-IDF cosine=0.916,Word TF-IDF cosine=0.918,Shared tokens=6,Measurement closeness=1.000",false,0.787,6,0.9999,,,NEITHER,https://www.efghousewares.co.uk/amtech-pointing-trowel-with-soft-grip-130mm,https://www.amazon.co.uk/dp/B00LQOZINS,,Other
AMTECH PLIER SUPERIOR 8 INCH,"Amtech B0230 8"" (200mm) Superior Combination Plier",5032759009107.0,5032759009107.0,B008PF6B50,3.504,6.38,-0.8533333333333337,-24.59173871277619,,,0,TIER_1_A_VERIFIED,100,UNPROFITABLE,"Exact GTIN/EAN match with valid checksum,Posterior match probability=1.000,Char TF-IDF cosine=0.590,Word TF-IDF cosine=0.515,Shared tokens=4,EAN match, no pack markers in either title (assumed single-unit)",true,0.507,4,1,,,NEITHER,https://www.efghousewares.co.uk/amtech-plier-superior-8-inch,https://www.amazon.co.uk/dp/B008PF6B50,,Other
UPSY DAISY FOR BABY MANICURE SET 3 PIECES,Baby Manicure Set ~ Manicure Kit ~ Scissors and Nail Clipper,5055566956761.0,5055566956761.0,B0142ZEQOO,1.008,3.45,-0.3449999999999996,-24.820143884892055,,,0,TIER_1_B_AUDIT_OUT,100,"UNPROFITABLE,BRAND_MISMATCH","Exact GTIN/EAN match with valid checksum,Posterior match probability=0.999,Char TF-IDF cosine=0.494,Word TF-IDF cosine=0.368,Shared tokens=2,EAN match, pack visible on one side only (ONLY_SUP)",true,0.433,2,0.999,3,,ONLY_SUP,https://www.efghousewares.co.uk/upsy-daisy-for-baby-manicure-set-3-pieces-125040,https://www.amazon.co.uk/dp/B0142ZEQOO,Available (see Keepa data),Other
PYREX MEASURE & MIX 500ML BEAKER (sp),"Pyrex 500 ml Kitchen Lab Measure and Mix Beaker, Multicolour",3426470024389.0,3426470024389.0,B007XPW3BE,5.172,9.3,-1.2099999999999984,-24.897119341563755,50.0,50.0,50,TIER_1_A_VERIFIED,100,UNPROFITABLE,"Exact GTIN/EAN match with valid checksum,Posterior match probability=1.000,Char TF-IDF cosine=0.682,Word TF-IDF cosine=0.299,Shared tokens=4,Measurement closeness=1.000,EAN match, no pack markers in either title (assumed single-unit)",true,0.543,4,1,,,NEITHER,https://www.efghousewares.co.uk/pyrex-measure-mix-500ml-beaker-sp-,https://www.amazon.co.uk/dp/B007XPW3BE,Available (see Keepa data),Other
AMTECH PLIER CUTTING SIDE 8INCH,"Amtech B0630 8"" Superior Side Cutting PLIER",5032759009145.0,,B00D2W8N48,3.504,7.08,-0.8649999999999995,-24.927953890489903,,,0,TIER_2_LIKELY,100,"AMAZON_EAN_MISSING,UNPROFITABLE","Supplier GTIN present, Amazon GTIN missing,Posterior match probability=0.996,Char TF-IDF cosine=0.611,Word TF-IDF cosine=0.470,Shared tokens=4",false,0.575,4,0.9955,,,NEITHER,https://www.efghousewares.co.uk/amtech-plier-cutting-side-8inch,https://www.amazon.co.uk/dp/B00D2W8N48,,Other
THE JOLLY GOOD GROOMING CO BEARD OIL 12X 30ml,Jolly Good Grooming Natural Cedarwood Beard Oil 30ml,5020535010300.0,5020535010300.0,B076F42XHK,1.944,5.37,-0.5449999999999993,-25.115207373271858,,,0,TIER_1_B_AUDIT_OUT,100,"UNPROFITABLE,BRAND_MISMATCH","Exact GTIN/EAN match with valid checksum,Posterior match probability=1.000,Char TF-IDF cosine=0.774,Word TF-IDF cosine=0.894,Shared tokens=6,Measurement closeness=1.000,EAN match, pack visible on one side only (ONLY_SUP)",true,0.763,6,1,12,,ONLY_SUP,https://www.efghousewares.co.uk/the-jolly-good-grooming-co-beard-oil-12x-30ml-103974,https://www.amazon.co.uk/dp/B076F42XHK,Available (see Keepa data),Other
AMTECH TROWEL POINTING 150MM/6 INCH,"Amtech G0170 150mm (6"") Pointing trowel",5032759002085.0,5032759002085.0,B008CYQJGU,1.248,5.46,-0.4000000000000001,-25.15723270440252,,,0,TIER_1_A_VERIFIED,100,UNPROFITABLE,"Exact GTIN/EAN match with valid checksum,Posterior match probability=1.000,Char TF-IDF cosine=0.846,Word TF-IDF cosine=0.429,Shared tokens=5,Measurement closeness=1.000,EAN match, no pack markers in either title (assumed single-unit)",true,0.479,5,1,,,NEITHER,https://www.efghousewares.co.uk/amtech-trowel-pointing-150mm-6-inch,https://www.amazon.co.uk/dp/B008CYQJGU,,Other
AMTECH LED TELESCOPIC INSEPCTION MIRROR,Amtech S2305 2 LED Telescopic Inspection Mirror,5032759040629.0,5032759040629.0,B00LQQ74KG,3.912,7.63,-0.9616666666666668,-25.240594925634294,,,0,TIER_1_A_VERIFIED,100,UNPROFITABLE,"Exact GTIN/EAN match with valid checksum,Posterior match probability=1.000,Char TF-IDF cosine=0.734,Word TF-IDF cosine=0.733,Shared tokens=4,EAN match, no pack markers in either title (assumed single-unit)",true,0.884,4,1,,,NEITHER,https://www.efghousewares.co.uk/amtech-led-telescopic-insepction-mirror-106845,https://www.amazon.co.uk/dp/B00LQQ74KG,Available (see Keepa data),Other
CAROLINE FOIL 4 DISH & LIDS 30OZ,Caroline Foil Tray+Lid 30oz,5012145004800.0,5012145004800.0,B0030G2004,1.104,6.07,-0.3716666666666665,-25.28344671201813,,,0,TIER_1_A_VERIFIED,100,UNPROFITABLE,"Exact GTIN/EAN match with valid checksum,Posterior match probability=1.000,Char TF-IDF cosine=0.777,Word TF-IDF cosine=0.497,Shared tokens=3,EAN match, no pack markers in either title (assumed single-unit)",true,0.772,3,0.9999,,,NEITHER,https://www.efghousewares.co.uk/caroline-foil-4-dish-lids-30oz-1004,https://www.amazon.co.uk/dp/B0030G2004,,Other
AMTECH LOCKING HASP 4INCH,"Amtech T1895 100mm (4"") Self-Locking hasp",5032759044085.0,5032759044085.0,B01F40BMH0,3.6,7.21,-0.9016666666666666,-25.39906103286385,,,0,TIER_1_A_VERIFIED,100,UNPROFITABLE,"Exact GTIN/EAN match with valid checksum,Posterior match probability=1.000,Char TF-IDF cosine=0.451,Word TF-IDF cosine=0.579,Shared tokens=3,EAN match, no pack markers in either title (assumed single-unit)",true,0.603,3,0.9999,,,NEITHER,https://www.efghousewares.co.uk/amtech-locking-hasp-4inch,https://www.amazon.co.uk/dp/B01F40BMH0,,Other
AMTECH TORCH GLOW 9 LED,Amtech S8003 9 LED Glow in The Dark Torch,5032759040933.0,,B00NWI5RT6,1.824,5.57,-0.5345833333333327,-25.825281803542644,100.0,100.0,100,TIER_2_LIKELY,100,"AMAZON_EAN_MISSING,UNPROFITABLE","Supplier GTIN present, Amazon GTIN missing,Posterior match probability=0.998,Char TF-IDF cosine=0.670,Word TF-IDF cosine=0.473,Shared tokens=5",false,0.5,5,0.9981,,,NEITHER,https://www.efghousewares.co.uk/amtech-torch-glow-9-led,https://www.amazon.co.uk/dp/B00NWI5RT6,,Other
AMTECH MATTOCK HEAD 2.2KG,"Amtech A2300 2.2Kg Mattock Head, Drop Forged Steel Head",5032759000197.0,5032759000197.0,B004TRQSYW,8.436,12.95,-1.958333333333334,-25.83553210202288,,,0,TIER_1_A_VERIFIED,100,UNPROFITABLE,"Exact GTIN/EAN match with valid checksum,Posterior match probability=1.000,Char TF-IDF cosine=0.735,Word TF-IDF cosine=0.611,Shared tokens=5,Measurement closeness=1.000,EAN match, no pack markers in either title (assumed single-unit)",true,0.532,5,1,,,NEITHER,https://www.efghousewares.co.uk/amtech-mattock-head-2-2kg,https://www.amazon.co.uk/dp/B004TRQSYW,,Other
AMTECH ENGINEERS SQAURE 6 INCH,"Amtech P3800 150mm (6"") Engineer's Square",5032759005246.0,5032759005246.0,B007XJWW4S,3.66,6.45,-0.9349999999999998,-25.972222222222214,100.0,100.0,100,TIER_1_A_VERIFIED,100,UNPROFITABLE,"Exact GTIN/EAN match with valid checksum,Posterior match probability=0.997,Char TF-IDF cosine=0.443,Word TF-IDF cosine=0.034,Shared tokens=2,EAN match, no pack markers in either title (assumed single-unit)",true,0.647,2,0.9969,,,NEITHER,https://www.efghousewares.co.uk/amtech-engineers-sqaure-6-inch,https://www.amazon.co.uk/dp/B007XJWW4S,,Other
JCB LED BULB DAY LIGHT GOLF BC 6W/40W,JCB LED Daylight BC B22 Bayonet Cap Golf Ball Mini Globe Lamp 6500K Light Bulb 40W Equivalent,5050028108351.0,,B073RHHSQF,0.876,4.74,-0.3325000000000002,-25.976562500000018,,,0,TIER_2_LIKELY,100,"AMAZON_EAN_MISSING,UNPROFITABLE","Supplier GTIN present, Amazon GTIN missing,Posterior match probability=1.000,Char TF-IDF cosine=0.497,Word TF-IDF cosine=0.276,Shared tokens=7,Measurement closeness=1.000",false,0.369,7,0.9999,,,NEITHER,https://www.efghousewares.co.uk/jcb-led-bulb-day-light-golf-bc-6w-40w,https://www.amazon.co.uk/dp/B073RHHSQF,,Other
AMTECH ROLLER MINI 14PC SET,Amtech S3895 14 Piece mini Paint Roller Set,5032759026913.0,5032759026913.0,B008CYWVP8,3.504,7.45,-0.9016666666666662,-25.9846301633045,,,0,TIER_1_A_VERIFIED,100,UNPROFITABLE,"Exact GTIN/EAN match with valid checksum,Posterior match probability=1.000,Char TF-IDF cosine=0.532,Word TF-IDF cosine=0.230,Shared tokens=3,EAN match + pack sizes equal",true,0.486,3,0.9995,14,14,BOTH_EQUAL,https://www.efghousewares.co.uk/amtech-roller-mini-14pc-set,https://www.amazon.co.uk/dp/B008CYWVP8,,Other
AMTECH METRIC HEX NUT DRIVER 1/4 INCH,"Amtech I5725 Magnetic Hex Nut Driver Set, 8 Pieces, Metric, Quick Change ¼ Inch Shank, Bit Sizes: 6mm-13mm",5032759040704.0,5032759040704.0,B09V4LMPSL,4.248,6.95,-1.0683333333333336,-26.120619396903024,,,0,TIER_1_B_AUDIT_OUT,100,UNPROFITABLE,"Exact GTIN/EAN match with valid checksum,Posterior match probability=1.000,Char TF-IDF cosine=0.497,Word TF-IDF cosine=0.549,Shared tokens=6,EAN match, pack visible on one side only (ONLY_AMZ)",true,0.5,6,1,,8,ONLY_AMZ,https://www.efghousewares.co.uk/amtech-metric-hex-nut-driver-1-4-inch,https://www.amazon.co.uk/dp/B09V4LMPSL,,Other
AMTECH DIGITAL ANGLE FINDER RULER 200MM,"Amtech P5330 200mm (8"") Digital Angle Finder with Ruler",5032759044191.0,,B08W8CYJDG,10.44,13.05,-2.416249999999997,-26.12162162162159,,,0,TIER_2_LIKELY,100,"AMAZON_EAN_MISSING,UNPROFITABLE","Supplier GTIN present, Amazon GTIN missing,Posterior match probability=1.000,Char TF-IDF cosine=0.927,Word TF-IDF cosine=0.850,Shared tokens=6,Measurement closeness=1.000",false,0.725,6,1,,,NEITHER,https://www.efghousewares.co.uk/amtech-digital-angle-finder-ruler-200mm,https://www.amazon.co.uk/dp/B08W8CYJDG,,Other
AMTECH SMOOTH PLANE NO 4,Amtech E0100 No. 4 Smoothing Plane,5032759001491.0,5032759001491.0,B008PQ92UA,10.152,13.99,-2.3616666666666664,-26.211616722160556,,,0,TIER_1_A_VERIFIED,100,UNPROFITABLE,"Exact GTIN/EAN match with valid checksum,Posterior match probability=1.000,Char TF-IDF cosine=0.655,Word TF-IDF cosine=0.626,Shared tokens=4,EAN match, no pack markers in either title (assumed single-unit)",true,0.655,4,1,,,NEITHER,https://www.efghousewares.co.uk/amtech-smooth-plane-no-4,https://www.amazon.co.uk/dp/B008PQ92UA,,Other
PPS PAPER 100 PLATES WHITE 9 INCH,100 WHITE PAPER PLATES - 9 inch/23cm quality durable plates ideal for hot and cold food,5030481980060.0,5030481980060.0,B00NGTJRWE,2.556,7.34,-0.7033333333333325,-26.243781094527336,,,0,TIER_1_A_VERIFIED,100,"UNPROFITABLE,BRAND_MISMATCH","Exact GTIN/EAN match with valid checksum,Posterior match probability=1.000,Char TF-IDF cosine=0.586,Word TF-IDF cosine=0.190,Shared tokens=6,Measurement closeness=1.000,EAN match, no pack markers in either title (assumed single-unit)",true,0.35,6,1,,,NEITHER,https://www.efghousewares.co.uk/pps-paper-100-plates-white-9-inch-106913,https://www.amazon.co.uk/dp/B00NGTJRWE,,Other
AMTECH WIRE WHEEL BRUSH KNOTTED 4INCH,"Amtech F3365 100mm (4"") Twist knot wire wheel",5032759021727.0,5032759021727.0,B003XKPU40,2.532,5.45,-0.698333333333333,-26.25313283208019,,,0,TIER_1_A_VERIFIED,100,UNPROFITABLE,"Exact GTIN/EAN match with valid checksum,Posterior match probability=0.999,Char TF-IDF cosine=0.441,Word TF-IDF cosine=0.270,Shared tokens=3,EAN match, no pack markers in either title (assumed single-unit)",true,0.43,3,0.9993,,,NEITHER,https://www.efghousewares.co.uk/amtech-wire-wheel-brush-knotted-4inch,https://www.amazon.co.uk/dp/B003XKPU40,,Other
AMTECH CIRCULAR SAW BLADE SET 2PC 185MM,Amtech V5000 2 Piece 185mm tungsten carbide circular saw blade set,5032759048694.0,5032759048694.0,B077S4BNVZ,7.848,10.85,-1.878333333333334,-26.492712740949703,,,0,TIER_1_A_VERIFIED,100,UNPROFITABLE,"Exact GTIN/EAN match with valid checksum,Posterior match probability=1.000,Char TF-IDF cosine=0.637,Word TF-IDF cosine=0.669,Shared tokens=5,Measurement closeness=1.000,EAN match + pack sizes equal",true,0.552,5,1,2,2,BOTH_EQUAL,https://www.efghousewares.co.uk/amtech-circular-saw-blade-set-2pc-185mm,https://www.amazon.co.uk/dp/B077S4BNVZ,Available (see Keepa data),Other
PPS 3PLY 33CM 20 NAPKINS RED,"20 LUXURY 3 PLY RED PAPER NAPKINS - 33cm x 33cm Ideal for weddings, christenings, parties, bbq's etc",5030481991110.0,5030481991110.0,B00O2AM95I,0.672,4.29,-0.2949999999999997,-26.57657657657655,,,0,TIER_1_A_VERIFIED,100,"UNPROFITABLE,BRAND_MISMATCH","Exact GTIN/EAN match with valid checksum,Posterior match probability=1.000,Char TF-IDF cosine=0.465,Word TF-IDF cosine=0.216,Shared tokens=4,Measurement closeness=1.000,EAN match, no pack markers in either title (assumed single-unit)",true,0.304,4,1,,,NEITHER,https://www.efghousewares.co.uk/pps-3ply-33cm-20-napkins-red,https://www.amazon.co.uk/dp/B00O2AM95I,,Other
AMTECH WHEEL MASTER WRENCH,Amtech J0500 Wheel Master Wrench,5032759003655.0,5032759003655.0,B0040Y3I10,6.408,10.76,-1.5733333333333326,-26.711941143180525,,,0,TIER_1_A_VERIFIED,100,UNPROFITABLE,"Exact GTIN/EAN match with valid checksum,Posterior match probability=1.000,Char TF-IDF cosine=0.895,Word TF-IDF cosine=0.897,Shared tokens=4,EAN match, no pack markers in either title (assumed single-unit)",true,0.897,4,1,,,NEITHER,https://www.efghousewares.co.uk/amtech-wheel-master-wrench,https://www.amazon.co.uk/dp/B0040Y3I10,,Other
PPS BBQ PARTY 100 SKEWERS 20CM,100 x Bamboo Wooden BBQ SKEWERS- 20cm/ 8 inches,5030481961021.0,5030481961021.0,B07C93SQF4,0.672,4.79,-0.2970833333333333,-26.764264264264263,,,0,TIER_1_A_VERIFIED,100,"UNPROFITABLE,BRAND_MISMATCH","Exact GTIN/EAN match with valid checksum,Posterior match probability=1.000,Char TF-IDF cosine=0.567,Word TF-IDF cosine=0.350,Shared tokens=4,Measurement closeness=1.000,EAN match, no pack markers in either title (assumed single-unit)",true,0.447,4,1,,,NEITHER,https://www.efghousewares.co.uk/pps-bbq-party-100-skewers-20cm,https://www.amazon.co.uk/dp/B07C93SQF4,,Other
