supplier_product_title,amazon_target_title,match_type,tier,ean_status,ean,ean_on_page,asin,sales_value,net_profit,roi,selling_price,supplier_price_ex_vat,supplier_price_inc_vat,fba_fee,referral_fee,fba_seller_count,fbm_seller_count,total_offer_count,bucket,inclusion_reason,rationale,confidence,validation_required,priority,match_similarity,match_verification_result,supplier_url,amazon_url
DID SCREWDRIVER SET 2PC,DID Gripped Stubby Phillips & Slotted Screwdriver Set 2PC,Title,T2,Not matched,5056338360267.0,5056338357892.0,B0979NB218,,1.6900000000000002,112.66666666666669,7.98,0.95,1.14,2.42,1.04,,Available (see Keepa data),1.0,B,Marginal profit (GBP1.69); Very high ROI (113%); Low FBA competition (0 sellers); Low source cost (GBP0.95) vs Amazon price (GBP7.98),Likely match with meaningful profit and supporting signals. Zero sales may reflect stale data or low visibility.,medium-high,Yes,HIGH,0.59,High title similarity (0.59) with category match,https://www.efghousewares.co.uk/did-screwdriver-set-2pc-119245,https://www.amazon.co.uk/dp/B0979NB218
ECOBAG BLACK HEAVY DUTY 20 BAG 100 LTR,"50 Pack Black Bin Bags, 100L, 33 Microns, Leak-Resistant, Eco-Friendly, Strong & Durable Recyclable Refuse Sacks, Bin Liners for Home, Office & Kitchen Waste Disposal",EAN,T1,Not matched,5019685012708.0,,B0G25ZWXPN,,1.6679166666666665,72.83478893740902,8.99,1.74,2.088,2.41,1.12375,,,,B,Marginal profit (GBP1.67); Good ROI (73%); Low FBA competition (0 sellers); Low source cost (GBP1.74) vs Amazon price (GBP8.99),"EAN-verified product with positive profit. Zero sales may reflect data timing, new listing, or seasonal dormancy.",high,No,HIGH,0.21,Exact EAN match (title sim=0.21),https://www.efghousewares.co.uk/ecobag-black-heavy-duty-20-bag-100-ltr,https://www.amazon.co.uk/dp/B0G25ZWXPN
PAN AROMA CANDLE RIBBED GLASS LAVENDER GARDEN 120G,Pan Aroma Ribbed Glass Scented Candle Lavender Garden 120g Pack of 1,Title,T2,Not matched,5053249269207.0,,B0DFVN4PVM,,1.6395833333333336,101.83747412008282,7.99,1.06,1.272,2.41,0.99875,,,,B,Marginal profit (GBP1.64); Very high ROI (102%); Low FBA competition (0 sellers); High-demand category (kitchen/candles); Low source cost (GBP1.06) vs Amazon price (GBP7.99),Likely match with meaningful profit and supporting signals. Zero sales may reflect stale data or low visibility.,medium-high,Yes,HIGH,0.73,High title similarity (0.73) with category match,https://www.efghousewares.co.uk/pan-aroma-ribbed-glass-candle-lavender-garden-120gm-111234,https://www.amazon.co.uk/dp/B0DFVN4PVM
PAN AROMA CANDLE RIBBED GLASS PURE COTTON 120G,Pan Aroma Ribbed Glass Scented Candle Pure Cotton 120g Pack of 1,Title,T2,Not matched,5053249269184.0,,B0DFVN9264,,1.6395833333333336,101.83747412008282,7.99,1.06,1.272,2.41,0.99875,,Available (see Keepa data),1.0,B,Marginal profit (GBP1.64); Very high ROI (102%); Low FBA competition (0 sellers); High-demand category (kitchen/candles/personal_care); Low source cost (GBP1.06) vs Amazon price (GBP7.99),Likely match with meaningful profit and supporting signals. Zero sales may reflect stale data or low visibility.,medium-high,Yes,HIGH,0.71,High title similarity (0.71) with category match,https://www.efghousewares.co.uk/pan-aroma-ribbed-glass-candle-pure-cotton-120gm-111233,https://www.amazon.co.uk/dp/B0DFVN9264
BLACKSPUR ROUND WIRE NAILS 120G 30MM,Galvanised Round Wire Nails - 30mm Length (Pack of 170),Title,T2,Not matched,5017403136224.0,,B0D4386VDY,,1.581666666666666,113.78896882494,6.89,0.84,1.008,1.87,0.9,Available (see Keepa data),,1.0,B,Marginal profit (GBP1.58); Very high ROI (114%); Low FBA competition (0 sellers); Low source cost (GBP0.84) vs Amazon price (GBP6.89),Likely match with meaningful profit and supporting signals. Zero sales may reflect stale data or low visibility.,medium-high,Yes,HIGH,0.57,High title similarity (0.57) with category match,https://www.efghousewares.co.uk/blackspur-round-wire-nails-120g-30mm-109458,https://www.amazon.co.uk/dp/B0D4386VDY
BLACKSPUR ROUND WIRE NAILS 110G 20MM,Bright Round Wire Nails - 20mm Length (Pack of 220),Title,T2,Not matched,5017403136217.0,,B0D43J4QYZ,,1.581666666666666,113.78896882494,6.89,0.84,1.008,1.87,0.9,Available (see Keepa data),,1.0,B,Marginal profit (GBP1.58); Very high ROI (114%); Low FBA competition (0 sellers); Low source cost (GBP0.84) vs Amazon price (GBP6.89),Likely match with meaningful profit and supporting signals. Zero sales may reflect stale data or low visibility.,medium-high,Yes,HIGH,0.58,High title similarity (0.58) with category match,https://www.efghousewares.co.uk/blackspur-round-wire-nails-110g-20mm-109457,https://www.amazon.co.uk/dp/B0D43J4QYZ
AMTECH TIE DOWN STRAPS 2PC 2.5MX25MM,Amtech S0702 2 Piece Tie down strap set (250cm),EAN,T1,Confirmed,5032759043033.0,5032759043033.0,B0156NFW08,,1.5433333333333346,46.06965174129357,10.72,2.8,3.36,2.65,1.39,,Available (see Keepa data),3.0,B,Marginal profit (GBP1.54); Low FBA competition (0 sellers),"EAN-verified product with positive profit. Zero sales may reflect data timing, new listing, or seasonal dormancy.",high,No,HIGH,0.64,Exact EAN match (title sim=0.64),https://www.efghousewares.co.uk/amtech-tie-down-straps-2pc-2-5mx25mm,https://www.amazon.co.uk/dp/B0156NFW08
KINGFISHER PLASTIC TABLECLOTHS WHITE 2PK,Kingfisher KCTC1 Disposable Plastic Table Covers 120 x 120cm White Pack Of 2,EAN,T1,Confirmed,5013478110213.0,5013478110213.0,B000XJJG8U,,1.5350000000000004,121.82539682539688,6.63,0.71,0.852,1.73,1.0,,Available (see Keepa data),2.0,B,Marginal profit (GBP1.54); Very high ROI (122%); Low FBA competition (0 sellers); High-demand category (cleaning); Low source cost (GBP0.71) vs Amazon price (GBP6.63),"EAN-verified product with positive profit. Zero sales may reflect data timing, new listing, or seasonal dormancy.",high,No,HIGH,0.60,Exact EAN match (title sim=0.60),https://www.efghousewares.co.uk/kingfisher-plastic-tablecloths-white-2pk,https://www.amazon.co.uk/dp/B000XJJG8U
KINGFISHER LINERS 1IB LOAF TIN,Kingfisher Catering 15 Non-Stick Loaf Cake Tin Cases,EAN,T1,Confirmed,5013478121417.0,5013478121417.0,B0084E8EQQ,,1.528333333333334,121.29629629629636,7.99,0.71,0.852,2.67,1.2,,Available (see Keepa data),1.0,B,Marginal profit (GBP1.53); Very high ROI (121%); Low FBA competition (0 sellers); Low source cost (GBP0.71) vs Amazon price (GBP7.99),"EAN-verified product with positive profit. Zero sales may reflect data timing, new listing, or seasonal dormancy.",high,No,HIGH,0.61,Exact EAN match (title sim=0.61),https://www.efghousewares.co.uk/kingfisher-liners-1ib-loaf-tin-05-12,https://www.amazon.co.uk/dp/B0084E8EQQ
PPS WINE DRINK 5 GOBLETS,Party & Paper Solutions 10 WINE GOBLETS - Pack of 10 quality duarable disposable glasses,EAN,T1,Confirmed,5030481960147.0,5030481960147.0,B00P83KU3G,,1.5129166666666671,129.30911680911686,7.19,0.62,0.744,2.41,0.89875,,Available (see Keepa data),1.0,B,Marginal profit (GBP1.51); Very high ROI (129%); Low FBA competition (0 sellers); Low source cost (GBP0.62) vs Amazon price (GBP7.19),"EAN-verified product with positive profit. Zero sales may reflect data timing, new listing, or seasonal dormancy.",high,No,HIGH,0.30,Exact EAN match (title sim=0.30),https://www.efghousewares.co.uk/pps-wine-drink-5-goblets,https://www.amazon.co.uk/dp/B00P83KU3G
WOODEN NAIL BRUSHES 2PC,Health & Beauty Wooden Nail Brushes 2 Pack,EAN,T1,Confirmed,5056239472045.0,5056239472045.0,B0CGXQS8C5,,1.5125,108.81294964028775,7.5,0.84,1.008,2.41,0.9375,,Available (see Keepa data),2.0,B,Marginal profit (GBP1.51); Very high ROI (109%); Low FBA competition (0 sellers); High-demand category (cleaning); Low source cost (GBP0.84) vs Amazon price (GBP7.50),"EAN-verified product with positive profit. Zero sales may reflect data timing, new listing, or seasonal dormancy.",high,No,HIGH,0.73,Exact EAN match (title sim=0.73),https://www.efghousewares.co.uk/wooden-nail-brushes-2pc-97511,https://www.amazon.co.uk/dp/B0CGXQS8C5
RYSONS HAIRBANDS 132PCE,HEALTH & BEAUTY HAIR BOBBLES 132 PCS,EAN,T1,Confirmed,5056239472298.0,5056239472298.0,B09X7QBHTT,,1.5116666666666665,100.77777777777776,5.99,0.95,1.14,1.5,0.48,Available (see Keepa data),Available (see Keepa data),4.0,B,Marginal profit (GBP1.51); Very high ROI (101%); Low FBA competition (0 sellers); High-demand category (personal_care); Low source cost (GBP0.95) vs Amazon price (GBP5.99),"EAN-verified product with positive profit. Zero sales may reflect data timing, new listing, or seasonal dormancy.",high,No,HIGH,0.49,Exact EAN match (title sim=0.49),https://www.efghousewares.co.uk/rysons-hairbands-132pce,https://www.amazon.co.uk/dp/B09X7QBHTT
AMTECH HOOK JUMBO ALUMINIUM,Amtech S4315 Jumbo Aluminium Hook,EAN,T1,Confirmed,5032759024735.0,5032759024735.0,B005E6YSB2,,1.5100000000000005,75.87939698492464,7.44,1.44,1.728,1.73,0.97,,Available (see Keepa data),1.0,B,Marginal profit (GBP1.51); Good ROI (76%); Low FBA competition (0 sellers); Low source cost (GBP1.44) vs Amazon price (GBP7.44),"EAN-verified product with positive profit. Zero sales may reflect data timing, new listing, or seasonal dormancy.",high,No,HIGH,0.77,Exact EAN match (title sim=0.77),https://www.efghousewares.co.uk/amtech-hook-jumbo-aluminium,https://www.amazon.co.uk/dp/B005E6YSB2
AMTECH TOOL BOX 50CM,"Amtech N0140 480mm (19"") Tool box",EAN,T1,Confirmed,5032759033478.0,5032759033478.0,B008PQD9H2,,1.5000000000000024,13.966480446927395,24.24,10.19,12.228,4.81,3.15,,,1.0,B,Marginal profit (GBP1.50); Low FBA competition (0 sellers),"EAN-verified product with positive profit. Zero sales may reflect data timing, new listing, or seasonal dormancy.",high,No,HIGH,0.60,Exact EAN match (title sim=0.60),https://www.efghousewares.co.uk/amtech-tool-box-50cm,https://www.amazon.co.uk/dp/B008PQD9H2
PAN AROMA CANDLE TALL WILD BERRIES  EACH,Pan Aroma Scented Candle - Wild Berries - fragrance fragranced scent smell smelly,EAN,T1,Confirmed,5053249217604.0,5053249217604.0,B07HKGYM9Q,,1.4916666666666674,102.87356321839086,7.49,0.9,1.08,2.7,0.6,,,2.0,B,Marginal profit (GBP1.49); Very high ROI (103%); Low FBA competition (0 sellers); High-demand category (kitchen/candles); Low source cost (GBP0.90) vs Amazon price (GBP7.49),"EAN-verified product with positive profit. Zero sales may reflect data timing, new listing, or seasonal dormancy.",high,No,HIGH,0.57,Exact EAN match (title sim=0.57),https://www.efghousewares.co.uk/pan-aroma-candle-tall-wild-berries-each,https://www.amazon.co.uk/dp/B07HKGYM9Q
AMTECH DELTA SAND SHEET SET10PC (P120 GRIT,"Amtech V4030 P120 Grit Hook and Loop Delta Sheets 10 Piece Set, 140mm x 140mm x 100mm Triangle Sanding Paper, 240 V, Clear, 140 x 140 x 100mm",EAN,T1,Confirmed,5032759048434.0,5032759048434.0,B07BBZRXSF,,1.465,82.30337078651687,6.99,1.23,1.476,1.67,0.91,,,1.0,B,Marginal profit (GBP1.47); Good ROI (82%); Low FBA competition (0 sellers); Low source cost (GBP1.23) vs Amazon price (GBP6.99),"EAN-verified product with positive profit. Zero sales may reflect data timing, new listing, or seasonal dormancy.",high,No,HIGH,0.20,Exact EAN match (title sim=0.20),https://www.efghousewares.co.uk/amtech-delta-sand-sheet-set10pc-p120-grit,https://www.amazon.co.uk/dp/B07BBZRXSF
AMTECH MINI PRY BAR 3PC SET,Amtech I9332 3 Piece mini pry bar Set,Title,T2,Not matched,5032759038305.0,,B09K3KW4LX,,1.4591666666666665,26.14994026284348,13.34,5.03,6.0360000000000005,2.41,1.6675,,,,B,Marginal profit (GBP1.46); Low FBA competition (0 sellers),Likely match with meaningful profit and supporting signals. Zero sales may reflect stale data or low visibility.,medium-high,Yes,MEDIUM,0.72,High title similarity (0.72) with category match,https://www.efghousewares.co.uk/amtech-mini-pry-bar-3pc-set,https://www.amazon.co.uk/dp/B09K3KW4LX
STRONG AS AN OX REMOVABLE HOOK CHROME  4PC,Strong as an Ox Smart Hooks Set of 4 Silver,EAN,T1,Confirmed,5055319529129.0,5055319529129.0,B07WK39TC7,,1.4520833333333332,96.80555555555554,7.57,0.95,1.14,2.41,0.94625,,Available (see Keepa data),2.0,B,Marginal profit (GBP1.45); Good ROI (97%); Low FBA competition (0 sellers); Low source cost (GBP0.95) vs Amazon price (GBP7.57),"EAN-verified product with positive profit. Zero sales may reflect data timing, new listing, or seasonal dormancy.",high,No,HIGH,0.62,Exact EAN match (title sim=0.62),https://www.efghousewares.co.uk/strong-as-an-ox-removable-hook-chrome-4pc-111510,https://www.amazon.co.uk/dp/B07WK39TC7
KINGFISHER DEHUMIDIFIER INTERIOR REFILL,Kingfisher Home Interior Refill Pouch For Dehumidifier (Pack of 2),EAN,T1,Confirmed,5013478158208.0,5013478158208.0,B08G55P58B,,1.445,86.52694610778443,8.19,1.12,1.344,3.05,0.66,,,1.0,B,Marginal profit (GBP1.45); Good ROI (87%); Low FBA competition (0 sellers); Low source cost (GBP1.12) vs Amazon price (GBP8.19),"EAN-verified product with positive profit. Zero sales may reflect data timing, new listing, or seasonal dormancy.",high,No,HIGH,0.54,Exact EAN match (title sim=0.54),https://www.efghousewares.co.uk/kingfisher-dehumidifier-interior-refill-3-10,https://www.amazon.co.uk/dp/B08G55P58B
ESSENTIAL PLASTIC 20 GLASSES 12OZ,20 Plastic Tumblers 12oz,EAN,T1,Confirmed,5033298011477.0,5033298011477.0,B0728MVFHZ,,1.425000000000001,52.77777777777781,9.99,2.15,2.58,2.7,1.5,,,1.0,B,Marginal profit (GBP1.43); Good ROI (53%); Low FBA competition (0 sellers),"EAN-verified product with positive profit. Zero sales may reflect data timing, new listing, or seasonal dormancy.",high,No,HIGH,0.60,Exact EAN match (title sim=0.60),https://www.efghousewares.co.uk/essential-plastic-20-glasses-12oz,https://www.amazon.co.uk/dp/B0728MVFHZ
PPS MICRO 6 ROUND CONTAINER+LIDS 300ML,8Pk 360Ml Plastic Round Food Containers & Lids,EAN,T1,Confirmed,5030481930331.0,5030481930331.0,B077Z12DT2,,1.4050000000000014,120.08547008547022,7.65,0.62,0.744,2.65,1.15,,Available (see Keepa data),2.0,B,Marginal profit (GBP1.41); Very high ROI (120%); Low FBA competition (0 sellers); Low source cost (GBP0.62) vs Amazon price (GBP7.65),"EAN-verified product with positive profit. Zero sales may reflect data timing, new listing, or seasonal dormancy.",high,No,HIGH,0.63,Exact EAN match (title sim=0.63),https://www.efghousewares.co.uk/pps-micro-6-round-container-lids-300ml,https://www.amazon.co.uk/dp/B077Z12DT2
KINGFISHER FOIL 12 DISH & LIDS KCF17,"Small, Medium, Large & Jumbo Food Assorted Sizes - Cooking Foil Trays with Lids (30 Pack)",EAN,T1,Confirmed,5013478119872.0,5013478119872.0,B01MXEUGWY,,1.3949999999999994,98.9361702127659,10.95,0.86,1.032,3.93,2.39,,,1.0,B,Marginal profit (GBP1.39); Good ROI (99%); Low FBA competition (0 sellers); High-demand category (food_wrap); Low source cost (GBP0.86) vs Amazon price (GBP10.95),"EAN-verified product with positive profit. Zero sales may reflect data timing, new listing, or seasonal dormancy.",high,No,HIGH,0.35,Exact EAN match (title sim=0.35),https://www.efghousewares.co.uk/kingfisher-foil-12-dish-lids-kcf17,https://www.amazon.co.uk/dp/B01MXEUGWY
GLAMORIZE HAIR DYE MEN DARK BROWN EACH,Pro-Dye for Men (3 Pack) (Dark Brown (Shade 5)),EAN,T1,Confirmed,5055566901969.0,5055566901969.0,B07B4GW86Q,,1.375,91.66666666666666,8.01,0.95,1.14,3.16,0.64,,Available (see Keepa data),2.0,B,Marginal profit (GBP1.38); Good ROI (92%); Low FBA competition (0 sellers); High-demand category (personal_care); Low source cost (GBP0.95) vs Amazon price (GBP8.01),"EAN-verified product with positive profit. Zero sales may reflect data timing, new listing, or seasonal dormancy.",high,No,HIGH,0.56,Exact EAN match (title sim=0.56),https://www.efghousewares.co.uk/glamorize-hair-dye-men-dark-brown-each,https://www.amazon.co.uk/dp/B07B4GW86Q
ECOBAG BLCK HEAVYDUTY DUSTBIN 10 BAG 80L,"Eco Bag Compostable Caddy Liners, 10 Litres - 24 Pack",EAN,T1,Not matched,5019685000705.0,,B07MTM29JD,,1.3712499999999996,117.20085470085468,6.99,0.62,0.744,2.41,0.87375,,,,B,Marginal profit (GBP1.37); Very high ROI (117%); Low FBA competition (0 sellers); Low source cost (GBP0.62) vs Amazon price (GBP6.99),"EAN-verified product with positive profit. Zero sales may reflect data timing, new listing, or seasonal dormancy.",high,No,HIGH,0.22,Exact EAN match (title sim=0.22),https://www.efghousewares.co.uk/ecobag-blck-heavyduty-dustbin-10-bag-80l,https://www.amazon.co.uk/dp/B07MTM29JD
MARKSMAN SCREWS WOOD ASS,165Pc Wood Screws Assortment,EAN,T1,Confirmed,5038673620022.0,5038673620022.0,B007JVRCO0,,1.3550000000000004,90.33333333333336,6.75,0.95,1.14,1.5,1.27,,,1.0,B,Marginal profit (GBP1.36); Good ROI (90%); Low FBA competition (0 sellers); Low source cost (GBP0.95) vs Amazon price (GBP6.75),"EAN-verified product with positive profit. Zero sales may reflect data timing, new listing, or seasonal dormancy.",high,No,HIGH,0.42,Exact EAN match (title sim=0.42),https://www.efghousewares.co.uk/marksman-screws-wood-ass-14-9,https://www.amazon.co.uk/dp/B007JVRCO0
PPS BIODEGRADABLE PAPER BENDY 250 STRAWS 20CM,"250 x Bendy Red and White Stripe Paper Drinking Straws Biodegradable Eco 8"" (20cm) approx",EAN,T1,Confirmed,5030481800542.0,5030481800542.0,B08CC8G6K5,,1.3283333333333334,51.68612191958495,9.55,2.02,2.424,2.7,1.36,Available (see Keepa data),Available (see Keepa data),5.0,B,Marginal profit (GBP1.33); Good ROI (52%); Low FBA competition (0 sellers),"EAN-verified product with positive profit. Zero sales may reflect data timing, new listing, or seasonal dormancy.",high,No,HIGH,0.38,Exact EAN match (title sim=0.38),https://www.efghousewares.co.uk/pps-biodegradable-paper-bendy-250-straws-20cm,https://www.amazon.co.uk/dp/B08CC8G6K5
AMTECH WRENCH ADJUSTABLE 6INCH,"Amtech C1682 150mm (6"") Adjustable wrenc",EAN,T1,Confirmed,5032759027552.0,5032759027552.0,B004HL3XEI,,1.3233333333333337,37.59469696969697,9.34,2.97,3.564,1.73,1.21,,,3.0,B,Marginal profit (GBP1.32); Low FBA competition (0 sellers),"EAN-verified product with positive profit. Zero sales may reflect data timing, new listing, or seasonal dormancy.",high,No,HIGH,0.66,Exact EAN match (title sim=0.66),https://www.efghousewares.co.uk/amtech-wrench-adjustable-6inch,https://www.amazon.co.uk/dp/B004HL3XEI
PAN AROMA CANDLE COLOUR GLASS PURE COTTON,Pan Aroma Scented Candle - Fluffy Towels - Fragrance fragranced Scent Smell Smelly,EAN,T1,Confirmed,5053249217543.0,5053249217543.0,B07HK9GWCY,,1.3216666666666663,91.1494252873563,7.25,0.9,1.08,2.7,0.57,,Available (see Keepa data),4.0,B,Marginal profit (GBP1.32); Good ROI (91%); Low FBA competition (0 sellers); High-demand category (kitchen/candles/personal_care); Low source cost (GBP0.90) vs Amazon price (GBP7.25),"EAN-verified product with positive profit. Zero sales may reflect data timing, new listing, or seasonal dormancy.",high,No,HIGH,0.44,Exact EAN match (title sim=0.44),https://www.efghousewares.co.uk/pan-aroma-candle-tall-fluffy-towel-each,https://www.amazon.co.uk/dp/B07HK9GWCY
BLACKSPUR SCREWDRIVER SET WITH RACK 4PCE,Blackspur BB-SD250 Screwdriver Set with Rack,Title,T2,Not matched,5017403136439.0,5017403025924.0,B002ECWJTM,,1.3083333333333342,94.1247002398082,6.49,0.84,1.008,1.87,0.84,,Available (see Keepa data),2.0,B,Marginal profit (GBP1.31); Good ROI (94%); Low FBA competition (0 sellers); Low source cost (GBP0.84) vs Amazon price (GBP6.49),Likely match with meaningful profit and supporting signals. Zero sales may reflect stale data or low visibility.,medium-high,Yes,HIGH,0.83,High title similarity (0.83) with category match,https://www.efghousewares.co.uk/blackspur-screwdriver-set-with-rack-4pce-109481,https://www.amazon.co.uk/dp/B002ECWJTM
