SupplierTitle,AmazonTitle,EAN,EAN_OnPage,ASIN,SupplierPrice_incVAT,SellingPrice_incVAT,NetProfit,ROI,bought_in_past_month,amazon_sales_badge,sales_value,tier,confidence_score,flags,reasons,ean_exact_match,SupplierURL,AmazonURL,fba_seller_count,Category,Bucket,Unit_Qty_Flag,Unit_Qty_Note,FinReport_NetProfit,Profit_Discrepancy
PRODEC PREMIER SYNTHETIC BRUSH 7PC SET,"ProDec 7 piece Premier Trade Synthetic Paint Brush Set for a Smooth Finish with Emulsion, Gloss, Satin Paints on Walls, Ceilings, Wood, Metal, 2x 1.5, 2x 2, 1x 3 inch +2 Free Sash Brushes",5019200288809,5019200288809,B097HQV49P,9.996,15.93,0.628333333,-3.65990991,100,100,100,TIER_1_VERIFIED,60,UNPROFITABLE,"Exact EAN match (checksum verified),Weak title match (sim=0.32, shared=4),Brand match: prodec",TRUE,https://www.efghousewares.co.uk/prodec-premier-synthetic-brush-7-pc-set,https://www.amazon.co.uk/dp/B097HQV49P,,Prodec Premier Synthetic Brush 7 Pc Set,C,MATCH,,,NO
MINKY COMPOST CADDY  DUSTY PINK 3.5L,"Minky 3.5L Caddy, Kitchen Food Waste Caddy, Recycle Bins for Kitchen, Multipurpose Storage Caddy, Removable Bag Retention Ring & Sturdy Handle, Choice of Colours, Made in the UK",5010353328343,5010353328343,B0CSKFFYGW,5.364,9.96,0.628333333,-7.470119522,100,100,100,TIER_1_VERIFIED,60,UNPROFITABLE,"Exact EAN match (checksum verified),Weak title match (sim=0.24, shared=2),Brand match: minky",TRUE,https://www.efghousewares.co.uk/minky-compost-caddy-dusty-pink-3-5l-113996,https://www.amazon.co.uk/dp/B0CSKFFYGW,,Minky Compost Caddy Dusty Pink 3 5L 113996,C,MATCH,,,NO
NUAGE HAYFEVER COOLING GEL EYE MASK,"Nuage Cooling Gel Eye Mask | Hayfever Relief, Soothes Tired Irritated Puffy & Inflamed Eyes - Comforting, Refreshing, Reviving Allergy Daily Support",5020535020927,5020535020927,B0BT7TLF8Q,1.14,3.44,0.628333333,-27.55555556,100,100,100,TIER_1_VERIFIED,60,UNPROFITABLE,"Exact EAN match (checksum verified),Weak title match (sim=0.29, shared=6),Brand match: nuage",TRUE,https://www.efghousewares.co.uk/nuage-hayfever-cooling-gel-eye-mask,https://www.amazon.co.uk/dp/B0BT7TLF8Q,Available (see Keepa data),Nuage Hayfever Cooling Gel Eye Mask,C,MATCH,,,NO
ROLSON COPPER PIPE CUTTER 15MM,Rolson 22406 15 mm Copper Pipe Cutter,5029594224062,,B001KOTNM6,3.624,7.82,0.628333333,-12.34827264,100,100,100,TIER_2_LIKELY,45,"AMAZON_EAN_MISSING,UNPROFITABLE","Supplier EAN present, Amazon EAN missing,Strong title match (sim=0.75, shared=4),Brand match: rolson",FALSE,https://www.efghousewares.co.uk/rolson-copper-pipe-cutter-15mm,https://www.amazon.co.uk/dp/B001KOTNM6,,Rolson Copper Pipe Cutter 15Mm,C,MATCH,,,NO
DEKTON JIGSAW BLADE SET 5PC,"Dekton 5 PC B & D Type Jigsaw Blade Set | Includes 75mm & 50mm HCS Blades | Ideal for Wood & Plastic | Assorted for Fast, Clean Cuts | Compatible with Decker, Ryobi, Hitachi, Makita, Stanley & More",5055441406619,5055441406619,B00XCS1ZG0,1.32,3.8,0.628333333,-28.68686869,100,100,100,TIER_1_VERIFIED,60,UNPROFITABLE,"Exact EAN match (checksum verified),Weak title match (sim=0.26, shared=3),Brand match: dekton",TRUE,https://www.efghousewares.co.uk/dekton-jigsaw-blade-set-5pc-65860,https://www.amazon.co.uk/dp/B00XCS1ZG0,Available (see Keepa data),Dekton Jigsaw Blade Set 5Pc 65860,C,MATCH,,,NO
ADDIS DUSTPAN & BRUSH SILVER STIFF,"Addis Housewares 510405 Dustpan and Stiff Brush Set, Metallic Silver, 5cm",5010303059532,5010303059532,B0009KNU58,2.952,7.38,0.628333333,-17.94019934,100,100,100,TIER_1_VERIFIED,80,UNPROFITABLE,"Exact EAN match (checksum verified),Moderate title match (sim=0.54, shared=5),Brand match: addis",TRUE,https://www.efghousewares.co.uk/addis-dustpan-brush-silver-stiff,https://www.amazon.co.uk/dp/B0009KNU58,Available (see Keepa data),Addis Dustpan Brush Silver Stiff,C,MATCH,,,NO
151 IRONING BOARD COVER CLIPS PACK OF 4,Set Of 4 Iron Board Clips,5053249235745,5053249235745,B08DHLMJYY,1.14,3.2,0.628333333,-38.22222222,100,100,100,TIER_1_VERIFIED,40,"BRAND_MISMATCH,UNPROFITABLE","Exact EAN match (checksum verified),Weak title match (sim=0.53, shared=2)",TRUE,https://www.efghousewares.co.uk/151-ironing-board-clips-4pc-25/9-104025,https://www.amazon.co.uk/dp/B08DHLMJYY,,9 104025,C,MATCH,,,NO
ELLIOTT WINDOW SQUEEGE 20CM,"Elliott Multi-Purpose Window Squeegee perfect for streak free cleaning on Windows, shower screens, cars and mirrors, Aluminium frame housing a 20cm rubber squeegee with an ergonomic Grey Handle.",5013159300353,5013159300353,B00KB225MS,1.944,5.72,0.628333333,-26.42089094,100,100,100,TIER_1_VERIFIED,60,UNPROFITABLE,"Exact EAN match (checksum verified),Weak title match (sim=0.25, shared=3),Brand match: elliott",TRUE,https://www.efghousewares.co.uk/elliott-window-squeege-20cm,https://www.amazon.co.uk/dp/B00KB225MS,Available (see Keepa data),Elliott Window Squeege 20Cm,C,MATCH,,,NO
VINERS EVERYDAY PURITY 4PC TEA SPOON,Viners Everyday Purity 4 Piece 18/0 Silver Stainless Steel Tea Spoons,5010853265148,5010853265148,B082JCTHBB,2.664,5.51,0.628333333,-26.65463297,100,100,100,TIER_1_VERIFIED,95,UNPROFITABLE,"Exact EAN match (checksum verified),Strong title match (sim=0.69, shared=4),Brand match: viners",TRUE,https://www.efghousewares.co.uk/viners-everyday-purity-4pc-tea-spoon,https://www.amazon.co.uk/dp/B082JCTHBB,Available (see Keepa data),Viners Everyday Purity 4Pc Tea Spoon,C,MATCH,,,NO
BLACKSPUR 20M x 4MM PP BRAIDED ROPE/REEL,Blackspur BB-TT117 20m*4mm Polypropylene Braided Rope on Reel,5017403047650,5017403047650,B004PIOXC4,1.008,4.65,0.628333333,-54.31654676,100,100,100,TIER_1_VERIFIED,95,UNPROFITABLE,"Exact EAN match (checksum verified),Strong title match (sim=0.73, shared=6),Brand match: blackspur",TRUE,https://www.efghousewares.co.uk/blackspur-20m-x-4mm-pp-braided-rope-reel,https://www.amazon.co.uk/dp/B004PIOXC4,Available (see Keepa data),Blackspur 20M X 4Mm Pp Braided Rope Reel,C,MATCH,,,NO
STORY OF ROSE EDT 100ML POUR FEMME EACH,STORY OF ROSE POUR FEMME WOMEN - EAU DE PERFUME NATURAL SPRAY 100ml,5055170280894,5055170280894,B005D4NOEM,1.344,4.85,0.628333333,-46.00798403,100,100,100,TIER_1_VERIFIED,80,UNPROFITABLE,"Exact EAN match (checksum verified),Moderate title match (sim=0.51, shared=5),Brand match: story",TRUE,https://www.efghousewares.co.uk/story-of-rose-edt-100ml-pour-femme-each-110005,https://www.amazon.co.uk/dp/B005D4NOEM,Available (see Keepa data),Story Of Rose Edt 100Ml Pour Femme Each 110005,C,MATCH,,,NO
GINA GIRAFFE MUG,"Lesser & Pavey Gina Giraffe Mug | Ceramic Coffee Mugs for Home or Work | Premium Design Mugs for All Occasions | Designed By Bug Art Lovely Mugs for Tea, Coffee & Hot Drinks",5010792342245,5010792342245,B0D3HNXVTS,4.44,9,0.628333333,-18.82352941,100,100,100,TIER_1_VERIFIED,40,"BRAND_MISMATCH,UNPROFITABLE","Exact EAN match (checksum verified),Weak title match (sim=0.17, shared=3)",TRUE,https://www.efghousewares.co.uk/gina-giraffe-mug-116487,https://www.amazon.co.uk/dp/B0D3HNXVTS,Available (see Keepa data),Gina Giraffe Mug 116487,C,MATCH,,,NO
RUSTINS RUST REMOVER 125ML,Rustins Rust Remover 125ml,5015332460021,,B004AWVC4W,2.616,5.99,0.628333333,-32.86019536,100,100,100,TIER_2_LIKELY,45,"AMAZON_EAN_MISSING,UNPROFITABLE","Supplier EAN present, Amazon EAN missing,Strong title match (sim=1.00, shared=4),Brand match: rustins",FALSE,https://www.efghousewares.co.uk/rustins-rust-remover-125ml,https://www.amazon.co.uk/dp/B004AWVC4W,,Rustins Rust Remover 125Ml,C,MATCH,,,NO
LOCTITE EXTREME NON/DRIPGLUE 20G,"Loctite Extreme Glue Gel, High-Strength Clear Adhesive for Tough Repairs, Bonds Wood, Metal, Glass, Stone & Plastics, Shock & Temperature Resistant, 20g Tube",5010305060178,5010305060178,B07TZK4SF1,3.888,6.25,0.628333333,-23.79067722,100,100,100,TIER_1_VERIFIED,60,UNPROFITABLE,"Exact EAN match (checksum verified),Weak title match (sim=0.27, shared=3),Brand match: loctite",TRUE,https://www.efghousewares.co.uk/loctite-extreme-non-dripglue-20g,https://www.amazon.co.uk/dp/B07TZK4SF1,Available (see Keepa data),Loctite Extreme Non Dripglue 20G,C,MATCH,,,NO
PRODEC PRECISION EDGE MASKING TAPE 1 INCH,ProDec Advance 24mm (1 inch) x 50m Low Tack Precision Edge Multi Surface Painters Masking Tape for Razor Sharp Lines with No Paint Bleed For Indoor Painting and Decorating Compatible with All Paints,5019200120192,5019200120192,B073X6QQRP,2.544,4.95,0.628333333,-34.26966292,100,100,100,TIER_1_VERIFIED,60,UNPROFITABLE,"Exact EAN match (checksum verified),Weak title match (sim=0.34, shared=6),Brand match: prodec",TRUE,https://www.efghousewares.co.uk/prodec-precision-edge-masking-tape-1-inch,https://www.amazon.co.uk/dp/B073X6QQRP,Available (see Keepa data),Prodec Precision Edge Masking Tape 1 Inch,C,MATCH,,,NO
CAKE STAND WHITE ONLY 28X17CM,White Plastic Traditional Desserts Cake Stand Plate Display,5015302427016,5015302427016,B07L981N7Y,2.112,7.14,0.628333333,-39.82683983,100,100,100,TIER_1_VERIFIED,60,"BRAND_MISMATCH,UNPROFITABLE","Exact EAN match (checksum verified),Moderate title match (sim=0.36, shared=3)",TRUE,https://www.efghousewares.co.uk/cake-stand-white-only-28x17cm,https://www.amazon.co.uk/dp/B07L981N7Y,Available (see Keepa data),Cake Stand White Only 28X17Cm,C,MATCH,,,NO
RUSTINS QD BLACK GLOSS 1LTR,RUSTINS Quick Dry Black Gloss Paint 1L-Fast-Drying Water-Based Coating for Wood and Metal; Durable Hard-Wearing Finish with Smooth Gloss Shine; Low Odour Sustainable Solution for Home and Trade Use,5015332002047,5015332002047,B01LM1ZW4Y,13.428,19.48,0.628333333,-8.148779103,100,100,100,TIER_1_VERIFIED,60,UNPROFITABLE,"Exact EAN match (checksum verified),Weak title match (sim=0.25, shared=3),Brand match: rustins",TRUE,https://www.efghousewares.co.uk/rustins-qd-black-gloss-1ltr,https://www.amazon.co.uk/dp/B01LM1ZW4Y,,Rustins Qd Black Gloss 1Ltr,C,MATCH,,,NO
MARIGOLD OUTDOOR GLOVES MEDIUM,"Marigold Extra Tough Outdoor Gloves - Single Pair (Medium), Black",5010232988033,5010232988033,B000TAPCRW,2.016,5.19,0.628333333,-43.72197309,100,100,100,TIER_1_VERIFIED,95,UNPROFITABLE,"Exact EAN match (checksum verified),Strong title match (sim=0.66, shared=4),Brand match: marigold",TRUE,https://www.efghousewares.co.uk/marigold-outdoor-gloves-medium,https://www.amazon.co.uk/dp/B000TAPCRW,Available (see Keepa data),Marigold Outdoor Gloves Medium,C,MATCH,,,NO
PRIDE & GROOM SPOT ON CATS,"Pride & Groom Spot On for Cats Flea & Tick Repellent, White",5053249223223,,B079HWNX6Z,1.212,2.99,0.628333333,-62.71367521,100,100,100,TIER_2_LIKELY,45,"AMAZON_EAN_MISSING,UNPROFITABLE","Supplier EAN present, Amazon EAN missing,Strong title match (sim=0.62, shared=4),Brand match: pride",FALSE,https://www.efghousewares.co.uk/pride-groom-spot-on-cats,https://www.amazon.co.uk/dp/B079HWNX6Z,Available (see Keepa data),Pride Groom Spot On Cats,C,MATCH,,,NO
HARRIS ESSENTIALS WALLPAPER SMOOTHER,Harris Essentials Wallpaper Smoother,5056287402636,5056287402636,B081FDM64D,1.68,3.48,0.628333333,-51.28205128,100,100,100,TIER_1_VERIFIED,95,UNPROFITABLE,"Exact EAN match (checksum verified),Strong title match (sim=1.00, shared=4),Brand match: harris",TRUE,https://www.efghousewares.co.uk/harris-essentials-wallpaper-smoother-110766,https://www.amazon.co.uk/dp/B081FDM64D,Available (see Keepa data),Harris Essentials Wallpaper Smoother 110766,C,MATCH,,,NO
TIGER POLICE NOTEBOOK,Tiger police style elastic notebook pad with pencil,5016873007898,5016873007898,B004OE3TN8,1.056,2.95,0.628333333,-70.65850816,100,100,100,TIER_1_VERIFIED,80,UNPROFITABLE,"Exact EAN match (checksum verified),Moderate title match (sim=0.58, shared=3),Brand match: tiger",TRUE,https://www.efghousewares.co.uk/tiger-police-notebook,https://www.amazon.co.uk/dp/B004OE3TN8,Available (see Keepa data),Tiger Police Notebook,C,MATCH,,,NO
FUNTIME RAINBOW RAINMAKER  6 PLUS  MONTHS,"Funtime 55914 Rainbow Rainmaker Toy,for 6 months to 3 years, 23cm",28503059141,,B076NVHQ1X,4.368,7.89,0.628333333,-24.13484487,100,100,100,TIER_2_LIKELY,45,"NO_SUPPLIER_EAN,UNPROFITABLE","No supplier EAN,Strong title match (sim=0.67, shared=4),Brand match: funtime",FALSE,https://www.efghousewares.co.uk/funtime-rainbow-rainmaker-6-plus-months-123830,https://www.amazon.co.uk/dp/B076NVHQ1X,,Funtime Rainbow Rainmaker 6 Plus Months 123830,C,MATCH,,,NO
JUMP SUEDE HEEL GRIPS PACK OF 4,JUMP SUEDE HEEL GRIPS 4S,5050375028012,,B00F4L62X4,1.14,2.96,0.628333333,-69.55555556,100,100,100,TIER_2_LIKELY,45,"AMAZON_EAN_MISSING,UNPROFITABLE","Supplier EAN present, Amazon EAN missing,Strong title match (sim=0.84, shared=4),Brand match: jump",FALSE,https://www.efghousewares.co.uk/jump-suede-heel-grips-4s,https://www.amazon.co.uk/dp/B00F4L62X4,Available (see Keepa data),Jump Suede Heel Grips 4S,C,UNCLEAR,Supplier qty PACK OF 4 exceeds Amazon qty 1; manual review advised.,,NO
RUSTINS WOODWORM KILLER 250ML,Rustins Woodworm Killer 250ml,5015332003679,5015332003679,B08PC2TX6Y,4.368,8.25,0.628333333,-27.08830549,100,100,100,TIER_1_VERIFIED,95,UNPROFITABLE,"Exact EAN match (checksum verified),Strong title match (sim=1.00, shared=4),Brand match: rustins",TRUE,https://www.efghousewares.co.uk/rustins-woodworm-killer-250ml,https://www.amazon.co.uk/dp/B08PC2TX6Y,,Rustins Woodworm Killer 250Ml,C,MATCH,,,NO
BRUMMER WOODFILLER MEDIUM OAK 250G,Brummer Wood Filler Medium Oak 250g– 2 Sizes & Assorted Shades | Ideal for DIY Wood Repairs & Restorations,5010884000510,5010884000510,B0CMWZCQLM,4.416,8.16,0.628333333,-26.95035461,100,100,100,TIER_1_VERIFIED,80,UNPROFITABLE,"Exact EAN match (checksum verified),Moderate title match (sim=0.50, shared=4),Brand match: brummer",TRUE,https://www.efghousewares.co.uk/brummer-woodfiller-medium-oak-250g-117913,https://www.amazon.co.uk/dp/B0CMWZCQLM,,Brummer Woodfiller Medium Oak 250G 117913,C,MATCH,,,NO
BRUMMER WOODFILLER NATURAL OAK 250G,Brummer Wood Filler Natural Oak 250g – 2 Sizes & Assorted Shades | Ideal for DIY Wood Repairs & Restorations,5010884000503,5010884000503,B0CMX1BPMP,4.416,8.16,0.628333333,-26.95035461,100,100,100,TIER_1_VERIFIED,80,UNPROFITABLE,"Exact EAN match (checksum verified),Moderate title match (sim=0.50, shared=4),Brand match: brummer",TRUE,https://www.efghousewares.co.uk/brummer-woodfiller-natural-oak-250g-117912,https://www.amazon.co.uk/dp/B0CMX1BPMP,,Brummer Woodfiller Natural Oak 250G 117912,C,MATCH,,,NO
WHAM CASA SILVER ROUND BOWL 32CM,Casa 32cm Round Washing Up Bowl Silver,5038135112706,5038135112706,B002QGHJHS,1.416,5.94,0.628333333,-67.05202312,100,100,100,TIER_1_VERIFIED,40,"BRAND_MISMATCH,UNPROFITABLE","Exact EAN match (checksum verified),Weak title match (sim=0.31, shared=5)",TRUE,https://www.efghousewares.co.uk/wham-casa-silver-round-bowl-32cm,https://www.amazon.co.uk/dp/B002QGHJHS,,Wham Casa Silver Round Bowl 32Cm,C,MATCH,,,NO
ASHLEY MICROFIBRE VENETIAN BLIND CLEANER,"Ashley Housewares Triple Venetian Blind Cleaner - Removable, Hand Washable Microfibre Fabric Duster For Wet Or Dry Cleaning Of Slats",5017403041375,5017403041375,B005QAECHQ,1.008,3.69,0.628333333,-87.41007194,100,100,100,TIER_1_VERIFIED,80,UNPROFITABLE,"Exact EAN match (checksum verified),Moderate title match (sim=0.38, shared=5),Brand match: ashley",TRUE,https://www.efghousewares.co.uk/ashley-venetian-blind-cleaner,https://www.amazon.co.uk/dp/B005QAECHQ,Available (see Keepa data),Ashley Venetian Blind Cleaner,C,MATCH,,,NO
PRODEC PREMIER ANGLED CUTTING BRUSH 2 INCH,"ProDec 2 inch Premier Trade Professional Synthetic Long Handle Cutting In Paint Brush for Sharp Edge Lines Painting with Emulsion, Gloss, Satin Paints on Walls, Ceilings, Wood and Metal, 2"" 50mm",5019200237807,5019200237807,B083G6KPS6,2.94,4.95,0.628333333,-40.5,100,100,100,TIER_1_VERIFIED,60,UNPROFITABLE,"Exact EAN match (checksum verified),Weak title match (sim=0.31, shared=5),Brand match: prodec",TRUE,https://www.efghousewares.co.uk/prodec-premier-angled-cutting-brush-2-inch,https://www.amazon.co.uk/dp/B083G6KPS6,,Prodec Premier Angled Cutting Brush 2 Inch,C,MATCH,,,NO
APOLLO COFFEE PLUNGER 350ML PP FRAME,Apollo Black Coffee Plunger / 350ml Jug - 2 Cup/Caffettiera French Filter Press/Tempered Glass,5026180084130,5026180084130,B00BQDWJB8,3.924,7.75,0.628333333,-31.98080279,100,100,100,TIER_1_VERIFIED,80,UNPROFITABLE,"Exact EAN match (checksum verified),Moderate title match (sim=0.52, shared=4),Brand match: apollo",TRUE,https://www.efghousewares.co.uk/apollo-coffee-plunger-350ml-pp-frame-114269,https://www.amazon.co.uk/dp/B00BQDWJB8,Available (see Keepa data),Apollo Coffee Plunger 350Ml Pp Frame 114269,C,MATCH,,,NO
GO SYSTEM BUTUNE PROPANE MIX GAS 170G,"GoSystem Butane/Propane (70:30) Mix Gas Cartridge - Silver, 170 g",5036720217508,5036720217508,B006JP6VDA,3.492,6.57,0.628333333,-36.2716763,100,100,100,TIER_1_VERIFIED,60,"BRAND_MISMATCH,UNPROFITABLE","Exact EAN match (checksum verified),Moderate title match (sim=0.71, shared=3)",TRUE,https://www.efghousewares.co.uk/go-system-butune-propane-mix-gas-170g,https://www.amazon.co.uk/dp/B006JP6VDA,,Go System Butune Propane Mix Gas 170G,C,MATCH,,,NO
ELBOW GREASE TOILET TABLETS 10 X 30G - BERRY,Elbow Grease Toilet Cleaning Tabs - No Scrubbing Needed | Removes Up To 100% Limescale (Berry Blast - Pack of 10 Tablets),5053249250250,5053249250250,B0CCJNGYTG,2.088,5.22,0.628333333,-55.45851528,100,100,100,TIER_1_VERIFIED,60,UNPROFITABLE,"Exact EAN match (checksum verified),Weak title match (sim=0.34, shared=5),Brand match: elbow",TRUE,https://www.efghousewares.co.uk/elbow-grease-toilet-tablets-10-x-30g-berry-103988,https://www.amazon.co.uk/dp/B0CCJNGYTG,,Elbow Grease Toilet Tablets 10 X 30G Berry 103988,C,MATCH,,,NO
SUPER DREAMER FITTED SHEET DOUBLE GREY,GC GAVENO CAVAILIA Microfiber Fitted Sheet Double - Plain Dyed Bedding Sheet - Grey Bottom Bed Sheet,5051346796022,5051346796022,B0BTMQ62M8,3.456,6.99,0.628333333,-38.04664723,100,100,100,TIER_1_VERIFIED,60,"BRAND_MISMATCH,UNPROFITABLE","Exact EAN match (checksum verified),Moderate title match (sim=0.43, shared=4)",TRUE,https://www.efghousewares.co.uk/super-dreamer-fitted-sheet-double-grey-123676,https://www.amazon.co.uk/dp/B0BTMQ62M8,,Super Dreamer Fitted Sheet Double Grey 123676,C,MATCH,,,NO
RUSTINS QUICK DRY RADIATOR PAINT GREY SATIN 250ML,"RUSTINS Quick Drying Radiator Enamel Satin - Grey 250ml – Durable, Long-Lasting Finish for Radiators That Stands the Test of Time",5015332005246,5015332005246,B0CGW1K65G,5.244,8.94,0.628333333,-27.03252033,100,100,100,TIER_1_VERIFIED,80,UNPROFITABLE,"Exact EAN match (checksum verified),Moderate title match (sim=0.47, shared=6),Brand match: rustins",TRUE,https://www.efghousewares.co.uk/rustins-quick-dry-radiator-paint-grey-satin-250ml-119045,https://www.amazon.co.uk/dp/B0CGW1K65G,,Rustins Quick Dry Radiator Paint Grey Satin 250Ml 119045,C,MATCH,,,NO
RUSTINS QD WHITE GLOSS 250ML,RUSTINS Brilliant White Gloss Paint 250ml,5015332001996,5015332001996,B01LM201YY,4.632,8.2,0.628333333,-30.53665911,100,100,100,TIER_1_VERIFIED,95,UNPROFITABLE,"Exact EAN match (checksum verified),Strong title match (sim=0.75, shared=4),Brand match: rustins",TRUE,https://www.efghousewares.co.uk/rustins-qd-white-gloss-250ml,https://www.amazon.co.uk/dp/B01LM201YY,,Rustins Qd White Gloss 250Ml,C,MATCH,,,NO
DUZZIT BOX APPLIANCE DESCALER 2PK EACH,"Duzzit Appliance Descaler Easy To Use Sachets For Kettle Coffee Machine Removes Limescale, Purple (Pack Of 2)",5053249213880,5053249213880,B06X8ZQSLZ,1.14,4.1,0.628333333,-90.22222222,100,100,100,TIER_1_VERIFIED,80,UNPROFITABLE,"Exact EAN match (checksum verified),Moderate title match (sim=0.43, shared=3),Brand match: duzzit",TRUE,https://www.efghousewares.co.uk/duzzit-box-appliance-descaler-2pk-each,https://www.amazon.co.uk/dp/B06X8ZQSLZ,,Duzzit Box Appliance Descaler 2Pk Each,C,MATCH,,,NO
GOODYEAR SOFT GRIP ICE SCRAPER,Goodyear Ice Scraper-strong And Ergonomic| Extra Wide Blade| Ice Breaker| Soft Grip| Ergonomic Handle For Comfortable Grip| Durable And Strong Design For Extreme Weather Conditions| Ideal For Vehicles,5055441444772,5055441444772,B0CS6VQZLC,1.044,3.9,0.628333333,-99.29577465,100,100,100,TIER_1_VERIFIED,60,UNPROFITABLE,"Exact EAN match (checksum verified),Weak title match (sim=0.25, shared=5),Brand match: goodyear",TRUE,https://www.efghousewares.co.uk/goodyear-soft-grip-ice-scraper-110822,https://www.amazon.co.uk/dp/B0CS6VQZLC,Available (see Keepa data),Goodyear Soft Grip Ice Scraper 110822,C,MATCH,,,NO
PRICE & KENSINGTON 6 CUP TEAPOT BLACK,Price & Kensington Black 6 Cup Teapot,5010853110851,5010853110851,B0013IUIPA,9.816,15.4,0.628333333,-16.80030546,100,100,100,TIER_1_VERIFIED,95,UNPROFITABLE,"Exact EAN match (checksum verified),Strong title match (sim=0.83, shared=5),Brand match: price",TRUE,https://www.efghousewares.co.uk/rayware-6-cup-teapot-black,https://www.amazon.co.uk/dp/B0013IUIPA,,Rayware 6 Cup Teapot Black,C,MATCH,,,NO
SOUDAL GLASS & MIRROR AEROSOL SPRAY CLEANER 750ML,Soudal Glass & Mirror Aerosol Foam Cleaner 750ml,5411183177093,5411183177093,B0B6WCG948,2.616,6.19,0.628333333,-55.73870574,100,100,100,TIER_1_VERIFIED,95,UNPROFITABLE,"Exact EAN match (checksum verified),Strong title match (sim=0.93, shared=6),Brand match: soudal",TRUE,https://www.efghousewares.co.uk/soudal-glass-mirror-aerosol-spray-cleaner-750ml-103702,https://www.amazon.co.uk/dp/B0B6WCG948,Available (see Keepa data),Soudal Glass Mirror Aerosol Spray Cleaner 750Ml 103702,C,MATCH,,,NO
JOB DONE TOUGH WEEDKILLER 1LTR READY TO USE *,"Job Done 86600140 Tough Weedkiller, 1L - Strong Fast Acting Weedkiller for Killing Tough Weeds and Roots - Systemic Garden Weed Killer with 3 Months Protection - Controls Brambles, Nettles and More",5060512740721,5060512740721,B07CF4577Q,5.172,9.65,0.628333333,-31.65294925,100,100,100,TIER_1_VERIFIED,60,UNPROFITABLE,"Exact EAN match (checksum verified),Weak title match (sim=0.33, shared=4),Brand match: job",TRUE,https://www.efghousewares.co.uk/job-done-tough-weedkiller-1ltr-ready-to-use-,https://www.amazon.co.uk/dp/B07CF4577Q,,Job Done Tough Weedkiller 1Ltr Ready To Use ,C,MATCH,,,NO
